ABHD1	chr2	27123789	27130812
ABHD10	chr3	111979010	111993368
ABHD11	chr7	73736094	73738852
ABHD12	chr20	25294742	25390835
ABHD13	chr13	108218392	108234243
ABHD14A	chr3	51971426	51981196
ABHD14B	chr3	51968510	51983409
ABHD15	chr17	29560547	29567037
ABHD16A	chr6	31686955	31703356
ABHD17A	chr19	1876810	1885496
ABHD17B	chr9	71862452	71911193
ABHD17C	chr15	80679684	80755621
ABHD2	chr15	89087459	89202355
ABHD3	chr18	21650901	21704780
ABHD4	chr14	22598290	22612963
ABHD5	chr3	43690108	43734371
ABHD6	chr3	58237532	58295693
ABHD8	chr19	17292131	17310236
ABI1	chr10	26746593	26861087
ABI2	chr2	203328280	203447728
ABI3	chr17	49210411	49223225
ABI3BP	chr3	100749156	100993515
ABL1	chr9	130713016	130887675
ABL2	chr1	179099330	179229684
ABLIM1	chr10	114431112	114768061
ABLIM2	chr4	7965310	8158832
ABLIM3	chr5	149141483	149260542
ABR	chr17	1003519	1229738
ABRACL	chr6	139028745	139043302
ABT1	chr6	26596953	26600739
ABTB1	chr3	127672935	127680926
ABTB2	chr11	34150987	34358010
ACAA1	chr3	38103129	38137242
ACAA2	chr18	49782164	49813953
ACACA	chr17	37084992	37406836
ACACB	chr12	109116587	109268226
ACAD10	chr12	111686053	111757107
ACAD11	chr3	132558138	132660082
ACAD8	chr11	134253548	134265855
ACAD9	chr3	128879596	128924003
ACADL	chr2	210187126	210225447
ACADM	chr1	75724431	75787575
ACADS	chr12	120725774	120740008
ACADSB	chr10	123008979	123058290
ACADVL	chr17	7217125	7225266
ACAN	chr15	88803436	88875353
ACAP1	chr17	7336529	7351477
ACAP2	chr3	195274745	195443044
ACAP3	chr1	1292390	1309609
ACAT1	chr11	108116695	108147603
ACAT2	chr6	159762045	159779112
ACBD3	chr1	226144679	226186741
ACBD4	chr17	45132600	45144181
ACBD5	chr10	27168135	27243046
ACBD6	chr1	180269653	180502954
ACCS	chr11	44065925	44084237
ACD	chr16	67657512	67660815
ACE	chr17	63477061	63498380
ACE2	chrX	15494566	15607236
ACER3	chr11	76860859	77026797
ACHE	chr7	100889994	100896974
ACIN1	chr14	23058564	23095614
ACKR2	chr3	42804752	42887974
ACKR3	chr2	236567787	236582354
ACKR4	chr3	132597270	132618967
ACLY	chr17	41866917	41930542
ACMSD	chr2	134838616	134902034
ACO1	chr9	32384603	32454769
ACO2	chr22	41447830	41529273
ACOT1	chr14	73537143	73543796
ACOT11	chr1	54542257	54639192
ACOT12	chr5	81329996	81394179
ACOT13	chr6	24667035	24705065
ACOT2	chr14	73567620	73575658
ACOT4	chr14	73591873	73595766
ACOT7	chr1	6264269	6393767
ACOT8	chr20	45841721	45857405
ACOT9	chrX	23701055	23766475
ACOX1	chr17	75941507	75979177
ACOX2	chr3	58505136	58537283
ACOX3	chr4	8366282	8440723
ACOXL	chr2	110732539	111120610
ACP1	chr2	264140	278283
ACP2	chr11	47239302	47248906
ACP5	chr19	11574660	11579008
ACP6	chr1	147629652	147670524
ACRBP	chr12	6638075	6647433
ACSBG1	chr15	78167468	78245688
ACSF2	chr17	50426158	50474845
ACSF3	chr16	89088375	89164121
ACSL1	chr4	184755595	184826818
ACSL3	chr2	222860942	222944639
ACSL4	chrX	109624244	109733403
ACSL5	chr10	112374116	112428379
ACSL6	chr5	131949973	132012243
ACSM1	chr16	20623235	20698890
ACSM2A	chr16	20451461	20487669
ACSM2B	chr16	20536226	20576427
ACSM3	chr16	20610243	20797581
ACSM5	chr16	20409534	20441336
ACSS1	chr20	25006230	25058980
ACSS2	chr20	34872146	34927962
ACSS3	chr12	80936414	81261210
ACTA1	chr1	229430365	229434104
ACTA2	chr10	88935074	88991339
ACTB	chr7	5526409	5563902
ACTBL2	chr5	57480018	57482811
ACTG1	chr17	81509413	81523847
ACTG2	chr2	73892314	73919865
ACTL10	chr20	33666943	33668525
ACTL6A	chr3	179562886	179588407
ACTN1	chr14	68874128	68979440
ACTN2	chr1	236664141	236764631
ACTN4	chr19	38647649	38731589
ACTR10	chr14	58200080	58235636
ACTR1A	chr10	102461881	102502712
ACTR1B	chr2	97655939	97664044
ACTR2	chr2	65227788	65271253
ACTR3	chr2	113890063	113962596
ACTR3B	chr7	152759749	152855378
ACTR3C	chr7	150243916	150323725
ACTR5	chr20	38748460	38772520
ACTR6	chr12	100199122	100241865
ACTR8	chr3	53867066	53882152
ACTRT3	chr3	169766921	169769561
ACVR1	chr2	157736251	157876330
ACVR1B	chr12	51951699	51997078
ACVR1C	chr2	157526767	157628864
ACVR2A	chr2	147844517	147930826
ACVR2B	chr3	38453890	38493142
ACVRL1	chr12	51906908	51923361
ACY1	chr3	51983340	51989197
ACY3	chr11	67642555	67650730
ACYP1	chr14	75053237	75069483
ACYP2	chr2	53970838	54305300
ADA	chr20	44619522	44652233
ADAL	chr15	43330672	43354569
ADAM10	chr15	58588809	58749791
ADAM11	chr17	44758988	44781846
ADAM12	chr10	126012381	126388477
ADAM15	chr1	155050566	155062775
ADAM17	chr2	9488486	9556732
ADAM19	chr5	157395534	157575775
ADAM20	chr14	70522358	70535015
ADAM20P1	chr14	70453541	70483775
ADAM22	chr7	87934143	88202889
ADAM23	chr2	206443532	206621127
ADAM28	chr8	24294069	24359014
ADAM32	chr8	39106990	39284917
ADAM33	chr20	3667965	3682246
ADAM8	chr10	133262420	133276868
ADAM9	chr8	38996754	39105445
ADAMDEC1	chr8	24384285	24406013
ADAMTS1	chr21	26835755	26845409
ADAMTS10	chr19	8580240	8610735
ADAMTS12	chr5	33523535	33892019
ADAMTS13	chr9	133414358	133459402
ADAMTS14	chr10	70672506	70762441
ADAMTS15	chr11	130448645	130476645
ADAMTS16	chr5	5140330	5320304
ADAMTS17	chr15	99971437	100342005
ADAMTS18	chr16	77247813	77435034
ADAMTS2	chr5	179110853	179345461
ADAMTS3	chr4	72280969	72569221
ADAMTS4	chr1	161184302	161199054
ADAMTS5	chr21	26917922	26967088
ADAMTS6	chr5	65148738	65481920
ADAMTS7	chr15	78759206	78811464
ADAMTS8	chr11	130404923	130428609
ADAMTS9	chr3	64515654	64688000
ADAMTSL1	chr9	17906563	18910950
ADAMTSL2	chr9	133532164	133575519
ADAMTSL3	chr15	83654088	84039842
ADAMTSL4	chr1	150549369	150560937
ADAMTSL5	chr19	1505022	1513604
ADAP1	chr7	897900	955407
ADAP2	chr17	30906344	30959322
ADAR	chr1	154581695	154628013
ADARB1	chr21	45073853	45226560
ADAT1	chr16	75596868	75623300
ADAT2	chr6	143422832	143450695
ADAT3	chr19	1905399	1913447
ADCK1	chr14	77800109	77935014
ADCK2	chr7	140672945	140696261
ADCK5	chr8	144373101	144393242
ADCY1	chr7	45574140	45723116
ADCY10	chr1	167809386	167914215
ADCY3	chr2	24819169	24920237
ADCY4	chr14	24318349	24335093
ADCY5	chr3	123282296	123449090
ADCY6	chr12	48766194	48789089
ADCY7	chr16	50246137	50318135
ADCY9	chr16	3953387	4116442
ADD1	chr4	2843844	2930076
ADD2	chr2	70607618	70768225
ADD3	chr10	109996368	110135565
ADH1A	chr4	99276369	99291003
ADH1B	chr4	99304971	99352760
ADH4	chr4	99123657	99157792
ADH5	chr4	99070978	99088801
ADH6	chr4	99202638	99219537
ADH7	chr4	99412261	99435510
ADHFE1	chr8	66432492	66468907
ADI1	chr2	3497366	3519531
ADIPOR1	chr1	202940826	202958572
ADIPOR2	chr12	1688574	1788674
ADIRF	chr10	86968432	86983934
ADK	chr10	74151202	74709963
ADM	chr11	10305073	10307397
ADM2	chr22	50481543	50486440
ADM5	chr19	49689594	49690575
ADNP	chr20	50888916	50931437
ADNP2	chr18	80109262	80147523
ADO	chr10	62804720	62808479
ADORA1	chr1	203090654	203167405
ADORA2A	chr22	24417879	24442357
ADORA2B	chr17	15945130	15975746
ADORA3	chr1	111499429	111503633
ADPGK	chr15	72751294	72785846
ADPRH	chr3	119579268	119589945
ADPRHL1	chr13	113399611	113453488
ADPRM	chr17	10697594	10711558
ADRA2A	chr10	111077029	111080907
ADRA2B	chr2	96112876	96116571
ADRA2C	chr4	3766348	3768526
ADRB1	chr10	114043866	114046904
ADRB2	chr5	148826611	148828623
ADRM1	chr20	62302093	62308862
ADSL	chr22	40346461	40390463
ADTRP	chr6	11712054	11807046
AEBP1	chr7	44104345	44114562
AEBP2	chr12	19404045	19720801
AEN	chr15	88621337	88632281
AFAP1	chr4	7758714	7939926
AFAP1L1	chr5	149271859	149343637
AFAP1L2	chr10	114294824	114404756
AFF1	chr4	86935002	87141039
AFF3	chr2	99545419	100192428
AFF4	chr5	132875395	132963634
AFG3L2	chr18	12328944	12377227
AFM	chr4	73481745	73504001
AFMID	chr17	78187358	78207702
AFP	chr4	73431138	73456174
AFTPH	chr2	64524305	64593005
AGA	chr4	177430774	177442437
AGAP1	chr2	235494043	236131800
AGAP2	chr12	57723761	57742157
AGAP3	chr7	151085831	151144436
AGAP4	chr10	45825594	45853875
AGAP5	chr10	73674287	73698109
AGAP6	chr10	49982190	50011654
AGAP9	chr10	47501854	47523638
AGBL2	chr11	47659591	47715389
AGBL3	chr7	134986508	135147963
AGBL5	chr2	27042364	27070622
AGER	chr6	32180968	32184322
AGFG1	chr2	227472152	227561217
AGFG2	chr7	100539203	100568220
AGGF1	chr5	77029251	77065234
AGK	chr7	141551278	141655244
AGL	chr1	99850361	99924023
AGMAT	chr1	15571699	15585051
AGMO	chr7	15200317	15562015
AGO1	chr1	35869808	35930532
AGO2	chr8	140520156	140635633
AGO3	chr1	35930718	36072500
AGO4	chr1	35808016	35857890
AGPAT1	chr6	32168212	32178096
AGPAT2	chr9	136673143	136687457
AGPAT3	chr21	43865223	43987592
AGPAT4	chr6	161129967	161274061
AGPAT5	chr8	6708642	6761503
AGPS	chr2	177392746	177567024
AGR2	chr7	16791811	16833433
AGR3	chr7	16859412	16881987
AGRN	chr1	1020120	1056118
AGRP	chr16	67482571	67483547
AGT	chr1	230690776	230745576
AGTPBP1	chr9	85546539	85742029
AGTR1	chr3	148697784	148743008
AGTRAP	chr1	11736084	11754802
AGXT	chr2	240868824	240880502
AGXT2	chr5	34998101	35048135
AHCTF1	chr1	246839098	246931948
AHCY	chr20	34280268	34311802
AHCYL1	chr1	109984765	110023742
AHCYL2	chr7	129225030	129430211
AHDC1	chr1	27534035	27604431
AHI1	chr6	135283407	135498434
AHNAK	chr11	62433542	62556235
AHNAK2	chr14	104937244	104978374
AHR	chr7	16916359	17346152
AHRR	chr5	321714	438291
AHSA1	chr14	77457870	77469472
AHSG	chr3	186613060	186621318
AHSP	chr16	31527900	31528803
AIDA	chr1	222668013	222713210
AIF1	chr6	31615217	31617021
AIF1L	chr9	131096476	131123152
AIFM1	chrX	130124666	130165879
AIFM2	chr10	70098223	70132934
AIFM3	chr22	20965108	20981360
AIG1	chr6	143060496	143341058
AIM2	chr1	159062484	159147096
AIMP1	chr4	106315544	106349456
AIMP2	chr7	6009255	6023834
AIP	chr11	67468174	67491154
AIPL1	chr17	6393693	6435199
AIRN	chr6	160003291	160007664
AJAP1	chr1	4654609	4792534
AJUBA	chr14	22971177	22982551
AK1	chr9	127866486	127877675
AK2	chr1	33007940	33080996
AK3	chr9	4709556	4742043
AK4	chr1	65147549	65232145
AK7	chr14	96392128	96489427
AK8	chr9	132725578	132878777
AK9	chr6	109492855	109691217
AKAP1	chr17	57085092	57121346
AKAP10	chr17	19904302	19978343
AKAP11	chr13	42272152	42323261
AKAP12	chr6	151239967	151358559
AKAP13	chr15	85380571	85749358
AKAP17A	chrY	1591604	1602520
AKAP3	chr12	4615508	4649051
AKAP5	chr14	64465499	64474503
AKAP6	chr14	32329298	32837684
AKAP7	chr6	131135467	131283535
AKAP8	chr19	15353385	15379815
AKAP8L	chr19	15380050	15419141
AKAP9	chr7	91940840	92110673
AKIP1	chr11	8911139	8920084
AKIRIN1	chr1	38991276	39006059
AKIRIN2	chr6	87674860	87702233
AKNA	chr9	114334156	114394405
AKNAD1	chr1	108815898	108963484
AKR1A1	chr1	45550543	45570049
AKR1B1	chr7	134442356	134459284
AKR1B10	chr7	134527567	134541412
AKR1B15	chr7	134549110	134579875
AKR1C1	chr10	4963253	4983283
AKR1C2	chr10	4987775	5018031
AKR1C3	chr10	5035354	5107686
AKR1C4	chr10	5195462	5218949
AKR1D1	chr7	138002324	138118305
AKR1E2	chr10	4786629	4848062
AKR7A2	chr1	19303965	19312144
AKR7A3	chr1	19282573	19288770
AKT1	chr14	104769349	104795751
AKT1S1	chr19	49869033	49878459
AKT2	chr19	40230317	40285536
AKT3	chr1	243488233	243851079
AKTIP	chr16	53491040	53504411
ALAD	chr9	113386312	113401290
ALAS1	chr3	52198086	52214327
ALAS2	chrX	55009055	55030977
ALB	chr4	73397114	73421482
ALCAM	chr3	105366909	105576900
ALDH16A1	chr19	49453225	49471050
ALDH18A1	chr10	95605941	95656711
ALDH1A1	chr9	72900671	73080442
ALDH1A2	chr15	57953424	58497866
ALDH1A3	chr15	100877714	100916626
ALDH1B1	chr9	38392702	38398661
ALDH1L1	chr3	126103562	126197994
ALDH1L2	chr12	105019784	105107643
ALDH2	chr12	111766887	111817532
ALDH3A1	chr17	19737984	19748943
ALDH3A2	chr17	19648136	19685760
ALDH3B1	chr11	68008578	68029282
ALDH3B2	chr11	67662160	67681224
ALDH4A1	chr1	18871430	18902724
ALDH5A1	chr6	24494867	24537207
ALDH6A1	chr14	74056847	74084492
ALDH7A1	chr5	126531200	126595362
ALDH8A1	chr6	134917393	134950115
ALDH9A1	chr1	165662216	165698562
ALDOA	chr16	30064164	30070457
ALDOB	chr9	101420560	101449664
ALDOC	chr17	28573115	28576948
ALG1	chr16	5033702	5087379
ALG10	chr12	34022468	34029694
ALG10B	chr12	38316762	38329721
ALG11	chr13	52012391	52079232
ALG12	chr22	49900229	49918438
ALG13	chrX	111665811	111760649
ALG14	chr1	94974405	95072951
ALG1L	chr3	125928689	125990580
ALG2	chr9	99216425	99221942
ALG3	chr3	184242301	184249548
ALG5	chr13	36949738	37000763
ALG6	chr1	63367575	63438553
ALG8	chr11	78095244	78139660
ALG9	chr11	111782195	111871581
ALKBH1	chr14	77672404	77708023
ALKBH2	chr12	109088188	109093631
ALKBH3	chr11	43880811	43920274
ALKBH4	chr7	102456238	102464863
ALKBH5	chr17	18183078	18209954
ALKBH6	chr19	36009120	36014239
ALKBH7	chr19	6372794	6375250
ALKBH8	chr11	107502727	107565742
ALMS1	chr2	73385758	73625166
ALOX15	chr17	4630919	4642294
ALOX15B	chr17	8039034	8049134
ALOX5	chr10	45374176	45446119
ALOX5AP	chr13	30713478	30764426
ALOXE3	chr17	8095900	8119047
ALPK1	chr4	112285509	112442621
ALPK2	chr18	58481247	58629091
ALPK3	chr15	84817356	84873479
ALPL	chr1	21509397	21578410
ALPP	chr2	232378724	232382889
ALS2	chr2	201700267	201782112
ALS2CL	chr3	46668995	46693704
ALX1	chr12	85280220	85301784
ALX3	chr1	110059870	110070672
ALYREF	chr17	81887835	81891586
AMACR	chr5	33986165	34008104
AMBP	chr9	114060127	114078328
AMBRA1	chr11	46396414	46594125
AMD1	chr6	110874770	110898879
AMDHD1	chr12	95943331	95968720
AMDHD2	chr16	2520357	2531422
AMER1	chrX	64185117	64205708
AMFR	chr16	56361452	56425545
AMH	chr19	2249309	2252073
AMHR2	chr12	53423855	53431672
AMIGO1	chr1	109504178	109509738
AMIGO2	chr12	47075707	47079959
AMMECR1	chrX	110194186	110440318
AMMECR1L	chr2	127861630	127885967
AMN	chr14	102922663	102933596
AMN1	chr12	31671142	31729121
AMOT	chrX	112774503	112840831
AMOTL1	chr11	94706431	94876748
AMOTL2	chr3	134355347	134375479
AMPD1	chr1	114673090	114695618
AMPD2	chr1	109616104	109632051
AMPD3	chr11	10308313	10507579
AMPH	chr7	38383704	38631420
AMT	chr3	49416778	49422685
AMTN	chr4	70518569	70532743
AMY2B	chr1	103553815	103579534
AMZ1	chr7	2679522	2775500
AMZ2	chr17	68205481	68257712
ANAPC1	chr2	111611639	111884690
ANAPC10	chr4	144831908	145098541
ANAPC11	chr17	81890790	81900991
ANAPC13	chr3	134477706	134486716
ANAPC15	chr11	72106378	72112780
ANAPC16	chr10	72216000	72235860
ANAPC2	chr9	137174784	137188560
ANAPC4	chr4	25377263	25418498
ANAPC5	chr12	121308245	121399896
ANAPC7	chr12	110372900	110403730
ANG	chr14	20684177	20698971
ANGEL1	chr14	76786009	76826246
ANGEL2	chr1	212992182	213015867
ANGPT1	chr8	107249482	107498055
ANGPT2	chr8	6499632	6563409
ANGPTL1	chr1	178849535	178871077
ANGPTL2	chr9	127087348	127122635
ANGPTL3	chr1	62597520	62606313
ANGPTL4	chr19	8363289	8374370
ANGPTL6	chr19	10092338	10102678
ANK1	chr8	41653220	41896762
ANK2	chr4	112818032	113384221
ANK3	chr10	60026298	60733490
ANKAR	chr2	189674290	189761193
ANKDD1A	chr15	64911902	64958691
ANKDD1B	chr5	75611182	75681773
ANKEF1	chr20	9986126	10058303
ANKFY1	chr17	4163821	4263995
ANKH	chr5	14704800	14871778
ANKHD1	chr5	140401814	140539856
ANKIB1	chr7	92245974	92401383
ANKK1	chr11	113387779	113400416
ANKLE1	chr19	17281645	17287646
ANKLE2	chr12	132725503	132761832
ANKMY1	chr2	240479422	240569209
ANKMY2	chr7	16599779	16645817
ANKRA2	chr5	73552190	73565667
ANKRD1	chr10	90912096	90921087
ANKRD10	chr13	110878540	110915069
ANKRD11	chr16	89267630	89490561
ANKRD12	chr18	9136228	9285985
ANKRD13A	chr12	109999186	110039763
ANKRD13B	chr17	29589769	29614761
ANKRD13C	chr1	70258999	70354734
ANKRD13D	chr11	67289300	67302485
ANKRD16	chr10	5861616	5889906
ANKRD17	chr4	73073376	73258798
ANKRD18A	chr9	38571358	38620596
ANKRD18B	chr9	33524251	33573013
ANKRD2	chr10	97572499	97583884
ANKRD20A1	chr9	67832765	67920552
ANKRD22	chr10	88819896	88851844
ANKRD23	chr2	96824526	96857934
ANKRD24	chr19	4182689	4224814
ANKRD26	chr10	26973793	27100494
ANKRD27	chr19	32597006	32676597
ANKRD28	chr3	15667236	15859771
ANKRD29	chr18	23598926	23662911
ANKRD31	chr5	75068275	75236911
ANKRD33	chr12	51888009	51891727
ANKRD34A	chr1	145959441	145964575
ANKRD34B	chr5	80556755	80570280
ANKRD35	chr1	145866560	145885866
ANKRD36	chr2	97113153	97264521
ANKRD36C	chr2	95836919	95991831
ANKRD37	chr4	185396021	185400628
ANKRD39	chr2	96836611	96858016
ANKRD40	chr17	50693198	50707914
ANKRD42	chr11	83193712	83260694
ANKRD44	chr2	196967017	197311173
ANKRD45	chr1	173608336	173669851
ANKRD46	chr8	100509752	100559784
ANKRD49	chr11	94493979	94499578
ANKRD50	chr4	124664048	124712732
ANKRD52	chr12	56237807	56258384
ANKRD53	chr2	70978380	70985499
ANKRD54	chr22	37830855	37849327
ANKRD55	chr5	56099680	56233330
ANKRD6	chr6	89433152	89633834
ANKRD65	chr1	1418420	1421769
ANKRD9	chr14	102501767	102509799
ANKS1A	chr6	34889255	35091406
ANKS1B	chr12	98726457	99984936
ANKS3	chr16	4696510	4734378
ANKS4B	chr16	21233699	21253850
ANKS6	chr9	98731329	98796965
ANKZF1	chr2	219229783	219236679
ANLN	chr7	36389821	36453791
ANO1	chr11	69985907	70189530
ANO10	chr3	43354859	43691594
ANO5	chr11	21782659	22283567
ANO6	chr12	45215987	45482280
ANO7	chr2	241188509	241225976
ANO8	chr19	17323223	17334855
ANO9	chr11	417933	442011
ANP32A	chr15	68778535	68820897
ANP32B	chr9	97983341	98015943
ANP32E	chr1	150218417	150236156
ANPEP	chr15	89784895	89815401
ANTXR1	chr2	69013176	69249327
ANTXR2	chr4	79901146	80125454
ANXA1	chr9	73151865	73170393
ANXA10	chr4	168092537	168187736
ANXA11	chr10	80150889	80205572
ANXA13	chr8	123680794	123737402
ANXA2	chr15	60347134	60402883
ANXA2R	chr5	43039233	43043170
ANXA3	chr4	78551747	78610451
ANXA4	chr2	69644425	69827112
ANXA5	chr4	121667946	121696995
ANXA6	chr5	151100706	151157785
ANXA7	chr10	73375101	73414076
ANXA8	chr10	47460162	47484158
ANXA8L1	chr10	46375627	46391784
ANXA9	chr1	150982249	150995634
AOAH	chr7	36512941	36724549
AOC1	chr7	150824627	150861504
AOC2	chr17	42844580	42850707
AOC3	chr17	42851184	42858130
AOX1	chr2	200586014	200677064
AP1AR	chr4	112231740	112273110
AP1B1	chr22	29327680	29388583
AP1G1	chr16	71729000	71809201
AP1G2	chr14	23559565	23568070
AP1M1	chr19	16197854	16245906
AP1M2	chr19	10572671	10587315
AP1S1	chr7	101154456	101161596
AP1S2	chrX	15825806	15854931
AP1S3	chr2	223751686	223838027
AP2A1	chr19	49767001	49807114
AP2A2	chr11	924881	1012245
AP2B1	chr17	35578046	35726413
AP2M1	chr3	184174689	184184214
AP2S1	chr19	46838136	46850846
AP3B1	chr5	78002326	78294698
AP3B2	chr15	82659281	82710112
AP3D1	chr19	2100988	2164468
AP3M1	chr10	74120255	74150842
AP3M2	chr8	42152946	42171673
AP3S1	chr5	115841592	115914081
AP3S2	chr15	89830599	89894638
AP4B1	chr1	113894194	113905201
AP4E1	chr15	50908672	51005895
AP4M1	chr7	100101549	100110345
AP4S1	chr14	31025106	31130996
AP5B1	chr11	65773898	65780976
AP5M1	chr14	57268924	57298742
AP5S1	chr20	3820524	3828838
AP5Z1	chr7	4775615	4794397
APAF1	chr12	98645290	98735433
APBA1	chr9	69427532	69672371
APBA2	chr15	28884483	29118315
APBA3	chr19	3750772	3761692
APBB1	chr11	6395125	6419414
APBB1IP	chr10	26438341	26567803
APBB2	chr4	40810027	41216714
APBB3	chr5	140558268	140564781
APC	chr5	112707498	112846239
APC2	chr19	1446302	1473244
APCDD1	chr18	10454635	10489949
APCDD1L	chr20	58459101	58515399
APCS	chr1	159587826	159588865
APEH	chr3	49674014	49683971
APEX1	chr14	20455191	20457772
APEX2	chrX	55000363	55009057
APH1A	chr1	150265399	150269580
APH1B	chr15	63276018	63309126
API5	chr11	43311963	43344529
APIP	chr11	34853094	34916379
APLF	chr2	68467572	68655862
APLN	chrX	129645259	129654956
APLNR	chr11	57233577	57237250
APLP1	chr19	35867899	35879792
APLP2	chr11	130068147	130144811
APMAP	chr20	24962925	24992751
APOA1	chr11	116835751	116837622
APOA2	chr1	161222292	161223631
APOA5	chr11	116789367	116792420
APOB	chr2	21001429	21044073
APOBEC3A	chr22	38952741	38992778
APOBEC3B	chr22	38982347	38992804
APOBEC3C	chr22	39014257	39020352
APOBEC3D	chr22	39021113	39033277
APOBEC3F	chr22	39040604	39055972
APOBEC3G	chr22	39077067	39087743
APOBEC3H	chr22	39097224	39104067
APOBR	chr16	28494643	28498964
APOC1	chr19	44914247	44919349
APOC2	chr19	44946035	44949565
APOC3	chr11	116829706	116833072
APOD	chr3	195568705	195584033
APOE	chr19	44905791	44909393
APOF	chr12	56360568	56362857
APOH	chr17	66212033	66256525
APOL1	chr22	36253071	36267530
APOL2	chr22	36226209	36239954
APOL3	chr22	36140330	36166177
APOL4	chr22	36189124	36204840
APOL6	chr22	35648446	35668404
APOLD1	chr12	12725917	12829975
APOM	chr6	31652416	31658210
APOO	chrX	23833353	23907938
APOOL	chrX	85003877	85093315
APP	chr21	25880550	26171128
APPBP2	chr17	60443158	60526242
APPL1	chr3	57227726	57278105
APPL2	chr12	105173297	105236203
APRT	chr16	88809339	88811937
APTX	chr9	32886601	33025130
AQP1	chr7	30911853	30925517
AQP10	chr1	154321090	154325325
AQP11	chr11	77589391	77610356
AQP3	chr9	33441156	33447596
AQP4	chr18	26852043	26865771
AQP5	chr12	49961872	49965682
AQP7	chr9	33383179	33402682
AQP9	chr15	58138169	58185911
AQR	chr15	34851782	34969742
AR	chrX	67544021	67730619
ARAF	chrX	47561205	47571908
ARAP1	chr11	72685069	72793599
ARAP2	chr4	35948221	36244514
ARAP3	chr5	141653401	141682230
ARC	chr8	142611049	142614479
ARCN1	chr11	118572390	118603033
AREG	chr4	74445136	74455005
AREL1	chr14	74653437	74713117
ARF1	chr1	228082660	228099212
ARF3	chr12	48935723	48957487
ARF4	chr3	57571363	57598220
ARF5	chr7	127588386	127591700
ARF6	chr14	49893079	49897054
ARFGAP1	chr20	63272785	63289790
ARFGAP2	chr11	47164299	47177125
ARFGAP3	chr22	42796502	42858106
ARFGEF1	chr8	67173511	67343781
ARFGEF2	chr20	48921711	49036693
ARFIP1	chr4	152779937	152918463
ARFIP2	chr11	6474683	6481479
ARFRP1	chr20	63698642	63708025
ARG1	chr6	131470832	131584332
ARG2	chr14	67619920	67651708
ARGLU1	chr13	106541673	106568137
ARHGAP1	chr11	46677080	46700619
ARHGAP10	chr4	147732063	148072776
ARHGAP11A	chr15	32615144	32639941
ARHGAP11B	chr15	30624494	30649529
ARHGAP12	chr10	31805398	31928876
ARHGAP15	chr2	143091362	143768352
ARHGAP17	chr16	24919389	25015666
ARHGAP18	chr6	129576132	129710177
ARHGAP19	chr10	97222173	97292673
ARHGAP20	chr11	110577042	110713189
ARHGAP21	chr10	24583609	24723887
ARHGAP22	chr10	48446036	48656265
ARHGAP23	chr17	38419280	38512385
ARHGAP24	chr4	85475150	86002668
ARHGAP25	chr2	68679601	68826833
ARHGAP26	chr5	142770377	143229011
ARHGAP27	chr17	45393902	45434421
ARHGAP28	chr18	6729716	6915716
ARHGAP29	chr1	94148988	94275068
ARHGAP30	chr1	161046946	161069970
ARHGAP31	chr3	119294383	119420714
